"Link","Classe","Número","Ano.de.autuação","Relator.Atual","Data","Andamento","Observação.Andamento","Ramo.do.direito","Assuntos","fator_m_aurelio","unanimidade"
"ARE-664335","ARE",664335,2011,"MIN. LUIZ FUX","9/12/2014","Julgado mérito de tema com repercussão geral","NA SESSÃO DO PLENÁRIO DE 4.12.2014 - Decisão: O Tribunal, por unanimidade, negou provimento ao recurso extraordinário. Reajustou o voto o Ministro Luiz Fux (Relator). O Tribunal, por maioria, vencido o Ministro Marco Aurélio, que só votou quanto ao desprovimento do recurso, assentou a tese segundo a qual o direito à aposentadoria especial pressupõe a efetiva exposição do trabalhador a agente nocivo a sua saúde, de modo que, se o Equipamento de Proteção Individual (EPI) for realmente capaz de neutralizar a nocividade, não haverá respaldo constitucional à aposentadoria especial. O Tribunal, também por maioria, vencidos os Ministros Marco Aurélio e Teori Zavascki, assentou ainda a tese de que, na hipótese de exposição do trabalhador a ruído acima dos limites legais de tolerância, a declaração do empregador, no âmbito do Perfil Profissiográfico Previdenciário (PPP), da eficácia do Equipamento de Proteção Individual (EPI), não descaracteriza o tempo de serviço especial para aposentadoria. Ausente, justificadamente, o Ministro Dias Toffoli. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 04.12.2014.","DIREITO PREVIDENCIÁRIO","0 - DIREITO PREVIDENCIÁRIO | BENEFÍCIOS EM ESPÉCIE | APOSENTADORIA POR TEMPO DE SERVIÇO (ART. 52/4) 1 - DIREITO PREVIDENCIÁRIO | TEMPO DE SERVIÇO | AVERBAÇÃO/CÔMPUTO/CONVERSÃO DE TEMPO DE SERVIÇO ESPECIAL","0","0"
"RE-658312","RE",658312,2011,"MIN. DIAS TOFFOLI","27/11/2014","Julgado mérito de tema com repercussão geral","Decisão: Rejeitada a questão de ordem sobre a falta de quorum para julgamento do feito, suscitada pelo Ministro Marco Aurélio, vencido no ponto. Em seguida, o Tribunal, decidindo o tema 528 da Repercussão Geral, por maioria, negou provimento ao recurso, vencidos os Ministros Luiz Fux e Marco Aurélio. Impedido o Ministro Roberto Barroso. Ausentes, justificadamente, o Ministro Ricardo Lewandowski (Presidente), que recebeu, em São Paulo, homenagem prestada pela Congregação da Velha e Sempre Nova Academia do Largo de São Francisco, Faculdade de Direito, e o Ministro Teori Zavascki. Falaram, pelo amicus curiae Federação Brasileira dos Bancos - FEBRABAN, o Dr. Erico Bomfim de Carvalho, OAB/DF 18.598, e, pelo amicus curiae Associação Brasileira dos Supermercados - ABRAS, o Dr. Humberto Braga de Souza, OAB/SP 57.001. Presidiu o julgamento a Ministra Cármen Lúcia, Vice-Presidente no exercício da Presidência. Plenário, 27.11.2014.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS |NÃO DISCRIMINAÇÃO1 - DIREITO DO TRABALHO | DURAÇÃO DO TRABALHO | INTERVALO INTRAJORNADA 2 - DIREITO DO TRABALHO | DURAÇÃO DO TRABALHO | HORAS EXTRAS","0","0"
"Rcl-10829","Rcl",10829,2010,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENÁRIO","0","0"
"Rcl-14365","Rcl",14365,2012,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENÁRIO 2 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO","0","0"
"Rcl-16094","Rcl",16094,2013,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Impedida a Ministra Cármen Lúcia. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA","0","0"
"Rcl-16190","Rcl",16190,2013,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA","0","0"
"Rcl-16195","Rcl",16195,2013,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA","0","0"
"Rcl-16199","Rcl",16199,2013,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA","0","0"
"Rcl-16330","Rcl",16330,2013,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO 1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENÁRIO","0","0"
"Rcl-16336","Rcl",16336,2013,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENÁRIO 2 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO","0","0"
"Rcl-16548","Rcl",16548,2013,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","0 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENÁRIO 1 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO","0","0"
"Rcl-16885","Rcl",16885,2013,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA","0","0"
"Rcl-17047","Rcl",17047,2013,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO","0","0"
"Rcl-17072","Rcl",17072,2014,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO 1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENÁRIO","0","0"
"Rcl-17075","Rcl",17075,2014,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO","0","0"
"Rcl-17125","Rcl",17125,2014,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","0 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | FORMAÇÃO, SUSPENSÃO E EXTINÇÃO DO PROCESSO | SUSPENSÃO DO PROCESSO","0","0"
"Rcl-17154","Rcl",17154,2014,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA","0","0"
"Rcl-17357","Rcl",17357,2014,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO","0","0"
"Rcl-17398","Rcl",17398,2014,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","0 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENÁRIO 1 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO","0","0"
"Rcl-17498","Rcl",17498,2014,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO 1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENÁRIO","0","0"
"Rcl-17717","Rcl",17717,2014,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO 1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENÁRIO","0","0"
"Rcl-17800","Rcl",17800,2014,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO 1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENÁRIO","0","0"
"Rcl-17843","Rcl",17843,2014,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO","0","0"
"Rcl-17850","Rcl",17850,2014,"MIN. CELSO DE MELLO","19/11/2014","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencido o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 19.11.2014.","DIREITO DO TRABALHO","0 - DIREITO DO TRABALHO | RESPONSABILIDADE SOLIDÁRIA / SUBSIDIÁRIA | TOMADOR DE SERVIÇOS / TERCEIRIZAÇÃO 1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE | RESERVA DE PLENÁRIO","0","0"
"MS-25344","MS",25344,2005,"MIN. ROBERTO BARROSO","12/11/2014","Denegada a segurança","Decisão: Colhido o voto-vista do Ministro Ricardo Lewandowski, o Tribunal, por maioria, denegou a segurança, vencidos os Ministros Marco Aurélio (Relator), Luiz Fux, Gilmar Mendes e Celso de Mello. Redigirá o acórdão o Ministro Roberto Barroso. Impedido o Ministro Dias Toffoli. Ausente, justificadamente, a Ministra Cármen Lúcia, que proferiu voto em assentada anterior. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 12.11.2014.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENÇÃO DO ESTADO NA PROPRIEDADE | DESAPROPRIAÇÃO POR INTERESSE SOCIAL PARA REFORMA AGRÁRIA","0","0"
"RE-627051","RE",627051,2010,"MIN. DIAS TOFFOLI","12/11/2014","Julgado mérito de tema com repercussão geral","Decisão: O Tribunal, decidindo o tema 402 da Repercussão Geral, por maioria, deu provimento ao recurso, vencidos os Ministros Roberto Barroso e Marco Aurélio. Ausente, justificadamente, a Ministra Cármen Lúcia. Falaram, pela recorrente Empresa Brasileira de Correios e Telégrafos, o Dr. Cleucio Santos Nunes, OAB/129.613, e, pelos Estados da Federação, o Dr. Lucas Bevilacqua, OAB/GO 24.221, Procurador-Chefe do Estado de Goiás. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 12.11.2014.","DIREITO TRIBUTÁRIO","0 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS 1 - DIREITO TRIBUTÁRIO | LIMITAÇÕES AO PODER DE TRIBUTAR | IMUNIDADE  | IMUNIDADE RECÍPROCA 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENÇÃO NO DOMÍNIO ECONÔMICO | PROTEÇÃO À LIVRE CONCORRÊNCIA | PROIBIÇÃO DE PRIVILÉGIO FISCAL ÀS EMPRESAS PÚBLICAS E SOCIEDADES DE ECONOMIA MISTA","0","0"
"Rcl-4311","Rcl",4311,2006,"MIN. JOAQUIM BARBOSA","6/11/2014","Improcedente","Decisão: Prosseguindo no julgamento, o Tribunal, por maioria, vencido o Ministro Joaquim Barbosa (Relator), julgou improcedente a reclamação. Redigirá o acórdão o Ministro Dias Toffoli. Ausente, justificadamente, o Ministro Marco Aurélio, que participa, a convite da Academia Paulista de Magistrados e da Universidade de Paris 1 - Sorbonne, do 7º Colóquio Internacional sobre o Direito e a Governança da Sociedade de Informação - ""O Impacto da Revolução Digital sobre o Direito"", na Universidade de Paris 1 - Sorbonne, na França. Ausente, neste julgamento, o Ministro Gilmar Mendes. Presidiu o julgamento o Ministro Ricardo Lewandowski. Plenário, 06.11.2014.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA","0","0"
"","",NA,NA,"","","","","","","0","0"
"RE-564132","RE",564132,2007,"MIN. EROS GRAU","30/10/2014","Julgado mérito de tema com repercussão geral","Decisão: Colhido o voto-vista da Ministra Rosa Weber (sucessora da Ministra Ellen Gracie), o Tribunal, decidindo o tema 18 da Repercussão Geral, negou provimento ao recurso, vencidos os Ministros Cezar Peluso e Gilmar Mendes. Não votaram os Ministros Roberto Barroso, Teori Zavascki, Luiz Fux e Dias Toffoli, por sucederem, respectivamente, aos Ministros Carlos Britto, Cezar Peluso, Eros Grau e Menezes Direito, que proferiram voto em assentada anterior. Redigirá o acórdão a Ministra Cármen Lúcia. Ausente o Ministro Ricardo Lewandowski (Presidente), participando, em Lisboa, Portugal, do colóquio ""O Conselho Superior da Magistratura e o Conselho Nacional de Justiça: As Experiências Comparadas de Portugal e Brasil na Organização das Magistraturas"", a convite da Academia de Jurisprudentes de Língua Portuguesa, fazendo, em seguida, visitas ao Conselho Superior da Magistratura e à Corte Constitucional daquele País. Presidiu o julgamento a Ministra Cármen Lúcia (Vice-Presidente). Plenário, 3","DIREITO PROCESSUAL CIVIL E DO TRABALHO","0 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | PRECATÓRIO | FRACIONAMENTO 1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | SUCUMBÊNCIA  | HONORÁRIOS ADVOCATÍCIOS","0","0"
